property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
PUR-20250106-001,Purplebricks,06-01-2025,2025-05-09,Rental,Under Offer,"154 Church Road, Bethnal Green, London E2 7A4",Bethnal Green,Tower Hamlets,E2 7A4,Bungalow,N/A,1,1,3100,3094,1.0,Excellent,B,Heat Pump,No,Yes,0,123,AGT-584,Yes,-0.130459,51.579084
PUR-20250106-002,Purplebricks,06-01-2025,,Sale,Sold,"164 Park Lane, Tottenham, London N17 5M3",Tottenham,Haringey,N17 5M3,Semi-Detached,Leasehold,5,2,1957,384000,196.22,Fair,G,Electric,No,No,0,58,AGT-680,No,-0.429137,51.489848
PUR-20250106-003,Purplebricks,06-01-2025,2025-07-02,Sale,Let Agreed,"3 Station Road, Canary Wharf, London E14 3G9",Canary Wharf,Tower Hamlets,E14 3G9,Maisonette,Shared Ownership,2,2,395,170000,430.38,Good,G,Electric,Yes,No,18,177,AGT-827,Yes,0.008203,51.339321
PUR-20250106-004,Purplebricks,06-01-2025,,Rental,Withdrawn,"63 High Street, Canary Wharf, London E14 3M2",Canary Wharf,Tower Hamlets,E14 3M2,Maisonette,N/A,1,2,3166,3276,1.03,New Build,E,Heat Pump,Yes,No,16,66,AGT-200,No,-0.32276,51.591939
PUR-20250106-005,Purplebricks,06-01-2025,2025-06-06,Rental,Let Agreed,"89 Grove Road, Stratford, London E15 8M3",Stratford,Newham,E15 8M3,Terraced House,N/A,5,3,2110,2578,1.22,New Build,E,Gas Central,Yes,Permit Only,0,151,AGT-140,Yes,0.225902,51.424639
PUR-20250106-006,Purplebricks,06-01-2025,,Rental,Let Agreed,"1 The Avenue, Hackney, London E8 8P2",Hackney,Hackney,E8 8P2,Bungalow,N/A,2,1,2391,3664,1.53,Good,B,Underfloor,No,Permit Only,0,80,AGT-192,Yes,-0.021749,51.309634
PUR-20250106-007,Purplebricks,06-01-2025,2025-03-01,Sale,Let Agreed,"186 High Street, Richmond, London TW9 1K1",Richmond,Richmond upon Thames,TW9 1K1,Maisonette,Leasehold,2,1,2110,246000,116.59,Good,F,Underfloor,Yes,Permit Only,7,54,AGT-896,No,-0.301757,51.633164
PUR-20250106-008,Purplebricks,06-01-2025,2025-06-29,Rental,Active,"47 Victoria Road, Peckham, London SE15 1P7",Peckham,Southwark,SE15 1P7,Terraced House,N/A,1,1,686,2584,3.77,Needs Renovation,F,Electric,No,No,0,174,AGT-694,No,-0.404822,51.449015
PUR-20250106-009,Purplebricks,06-01-2025,,Rental,Withdrawn,"36 Station Road, Croydon, London CR0 8M9",Croydon,Croydon,CR0 8M9,Penthouse,N/A,3,4,2815,7346,2.61,Fair,G,Underfloor,No,Permit Only,9,57,AGT-407,No,-0.209188,51.389266
PUR-20250106-010,Purplebricks,06-01-2025,2025-02-07,Rental,Under Offer,"25 Green Lane, Bethnal Green, London E2 7C7",Bethnal Green,Tower Hamlets,E2 7C7,Flat,N/A,4,2,2187,2521,1.15,New Build,A,None,No,Permit Only,17,32,AGT-801,Yes,-0.481033,51.304603
PUR-20250106-011,Purplebricks,06-01-2025,2025-02-06,Sale,Active,"45 Victoria Road, Peckham, London SE15 2B8",Peckham,Southwark,SE15 2B8,Studio,Freehold,5,3,1709,203000,118.78,Needs Renovation,E,None,Yes,Permit Only,11,31,AGT-253,No,-0.354156,51.598616
PUR-20250106-012,Purplebricks,06-01-2025,2025-06-18,Rental,Withdrawn,"83 King Street, Stratford, London E15 5G4",Stratford,Newham,E15 5G4,Maisonette,N/A,1,1,1145,2740,2.39,New Build,E,Heat Pump,Yes,No,19,163,AGT-101,No,0.201035,51.648485
PUR-20250106-013,Purplebricks,06-01-2025,2025-05-10,Rental,Let Agreed,"116 The Avenue, Islington, London N1 8G6",Islington,Islington,N1 8G6,Semi-Detached,N/A,4,3,619,3529,5.7,Excellent,E,Heat Pump,No,Yes,0,124,AGT-979,Yes,-0.019771,51.695387
PUR-20250106-014,Purplebricks,06-01-2025,,Rental,Let Agreed,"149 High Street, Bethnal Green, London E2 1A2",Bethnal Green,Tower Hamlets,E2 1A2,Semi-Detached,N/A,5,4,830,2830,3.41,Good,E,Underfloor,No,Yes,0,80,AGT-650,Yes,-0.140663,51.332405
PUR-20250106-015,Purplebricks,06-01-2025,,Rental,Under Offer,"103 The Avenue, Islington, London N1 7C1",Islington,Islington,N1 7C1,Flat,N/A,1,2,505,2658,5.26,Excellent,F,Underfloor,No,Permit Only,3,13,AGT-628,No,0.086762,51.305511
PUR-20250106-016,Purplebricks,06-01-2025,,Sale,Under Offer,"14 London Road, Islington, London N1 8B2",Islington,Islington,N1 8B2,Maisonette,Shared Ownership,4,4,2756,413000,149.85,New Build,G,Heat Pump,No,Yes,11,47,AGT-970,No,-0.48719,51.406898
PUR-20250106-017,Purplebricks,06-01-2025,,Sale,Sold,"96 King Street, Croydon, London CR0 1A3",Croydon,Croydon,CR0 1A3,Flat,Freehold,5,1,2520,255000,101.19,New Build,B,Heat Pump,No,Yes,17,163,AGT-302,No,-0.102869,51.583649
PUR-20250106-018,Purplebricks,06-01-2025,,Rental,Under Offer,"102 London Road, Islington, London N1 3J7",Islington,Islington,N1 3J7,Semi-Detached,N/A,3,3,459,3519,7.67,Good,D,None,No,Permit Only,0,174,AGT-685,Yes,-0.305277,51.448749
PUR-20250106-019,Purplebricks,06-01-2025,2025-05-16,Sale,Under Offer,"205 Grove Road, Bethnal Green, London E2 7A9",Bethnal Green,Tower Hamlets,E2 7A9,Detached,Shared Ownership,,4,2827,721000,255.04,New Build,A,Electric,Yes,Permit Only,0,130,AGT-425,Yes,-0.243681,51.602477
