property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
KNF-20250106-001,Knight Frank,2025-01-06,,Sale,Active,"88 The Avenue, Wimbledon, London SW19 3D4",Wimbledon,,SW19 3D4,Bungalow,Shared Ownership,5,2,653,979000,1499.23,New Build,D,Gas Central,No,Yes,0,8,AGT-808,No,-0.092378,51.514507
KNF-20250106-002,Knight Frank,2025-01-06,,Rental,Sold,"159 Church Road, Fulham, London SW6 4E6",Fulham,Hammersmith and Fulham,SW6 4E6,Maisonette,N/A,1,2,2525,2361,0.94,Needs Renovation,E,Electric,Yes,No,14,9,AGT-634,Yes,-0.004384,51.390008
KNF-20250106-003,Knight Frank,2025-01-06,2025-03-30,Rental,Let Agreed,"237 Church Road, Notting Hill, London W11 9D9",Notting Hill,Kensington and Chelsea,W11 9D9,Flat,N/A,4,4,2094,2444,1.17,Excellent,A,None,No,No,15,83,AGT-446,Yes,0.075081,51.299973
KNF-20250106-004,Knight Frank,2025-01-06,2025-03-30,Sale,Sold,"4 London Road, Islington, London N1 4D2",Islington,Islington,N1 4D2,Bungalow,Freehold,4,1,-200,1439000,3346.51,Excellent,G,Underfloor,Yes,Permit Only,0,83,AGT-525,Yes,-0.249798,51.357587
KNF-20250106-005,Knight Frank,2025-01-06,2025-02-16,Rental,Sold,"9 The Avenue, Notting Hill, London W11 5M2",Notting Hill,Kensington and Chelsea,W11 5M2,Terraced House,N/A,5,3,1374,3818,2.78,Fair,D,Electric,No,Permit Only,0,41,AGT-595,Yes,0.200674,51.641964
KNF-20250106-006,Knight Frank,2025-01-06,,Rental,Sold,"206 Grove Road, Battersea, London SW11 6J3",Battersea,Wandsworth,SW11 6J3,Studio,N/A,5,2,2231,1408,0.63,Needs Renovation,E,Gas Central,Yes,Permit Only,13,49,AGT-900,Yes,-0.028754,51.421859
KNF-20250106-007,Knight Frank,2025-01-06,2025-02-03,Sale,Sold,"223 Church Road, Croydon, London CR0 2A4",Croydon,Croydon,CR0 2A4,Terraced House,Freehold,4,1,2093,2720000,1299.57,New Build,B,Underfloor,No,Yes,0,28,AGT-946,Yes,-0.435242,51.326855
KNF-20250106-008,Knight Frank,2025-01-06,,Rental,Sold,"56 Station Road, Hackney, London E8 8J6",Hackney,Hackney,E8 8J6,Studio,N/A,2,3,525,1531,2.92,Needs Renovation,,Electric,Yes,Permit Only,16,65,AGT-719,No,0.09342,51.683423
KNF-20250106-009,Knight Frank,2025-01-06,,Sale,Sold,"82 Grove Road, Clapham, London SW4 1B9",Clapham,Lambeth,SW4 1B9,Studio,Freehold,0,1,975,669000,686.15,Needs Renovation,C,Gas Central,No,Yes,10,112,AGT-533,Yes,0.023998,51.296909
KNF-20250106-010,Knight Frank,2025-01-06,,Rental,Sold,"200 Station Road, Walthamstow, London E17 5B4",Walthamstow,Waltham Forest,E17 5B4,Bungalow,N/A,5,4,1876,3644,1.94,New Build,A,Underfloor,No,No,0,97,AGT-707,Yes,-0.011372,51.533855
KNF-20250106-011,Knight Frank,2025-01-06,,Sale,Let Agreed,"137 King Street, Fulham, London SW6 1J9",Fulham,Hammersmith and Fulham,SW6 1J9,Bungalow,Shared Ownership,2,3,881,2204000,2501.7,Needs Renovation,B,Underfloor,No,No,0,180,AGT-860,No,-0.432325,51.68513
KNF-20250106-012,Knight Frank,2025-01-06,2025-05-16,Rental,Withdrawn,"208 Church Road, Walthamstow, London E17 1C8",Walthamstow,,E17 1C8,Detached,N/A,1,2,1585,4521,2.85,Excellent,F,Underfloor,Yes,Yes,0,130,AGT-115,Yes,0.098424,51.671506
KNF-20250106-013,Knight Frank,2025-01-06,2025-02-15,Rental,Withdrawn,"249 Grove Road, Bermondsey, London SE1 7C3",Bermondsey,Southwark,SE1 7C3,Penthouse,N/A,1,1,532,7340,13.8,New Build,G,Gas Central,No,Yes,20,40,AGT-133,Yes,-0.031554,51.636352
KNF-20250106-014,Knight Frank,2025-01-06,2025-01-15,Rental,Sold,"138 Victoria Road, Walthamstow, London E17 6K6",Walthamstow,Waltham Forest,E17 6K6,Semi-Detached,N/A,5,3,962,4059,4.22,Excellent,E,Underfloor,No,Yes,0,9,AGT-498,No,0.09511,51.389309
KNF-20250106-015,Knight Frank,2025-01-06,,Sale,Sold,"221 Victoria Road, Walthamstow, London E17 1C9",Walthamstow,Waltham Forest,E17 1C9,Flat,Leasehold,1,2,1299,1067000,821.4,Good,D,Electric,No,No,5,173,AGT-106,Yes,-0.050567,51.475152
KNF-20250106-016,Knight Frank,2025-01-06,,Sale,Active,"204 Green Lane, Walthamstow, London E17 7J3",Walthamstow,Waltham Forest,E17 7J3,Maisonette,Shared Ownership,3,2,3179,852000,268.01,Fair,C,Heat Pump,No,No,6,129,AGT-820,Yes,-0.434825,51.689194
KNF-20250106-017,Knight Frank,2025-01-06,2025-02-23,Sale,Sold,"23 Green Lane, Croydon, London CR0 1M1",Croydon,Croydon,CR0 1M1,Semi-Detached,Leasehold,4,2,1747,1366000,781.91,Good,E,Gas Central,Yes,Permit Only,0,48,AGT-669,No,-0.008979,51.550509
KNF-20250106-018,Knight Frank,2025-01-06,2025-05-10,Rental,Withdrawn,"117 Grove Road, Clapham, London SW4 8H3",Clapham,Lambeth,SW4 8H3,Semi-Detached,N/A,5,3,3180,4333,1.36,Good,E,Heat Pump,No,Yes,0,124,AGT-595,Yes,0.300572,51.658974
