property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
CBR-20250106-001,CBRE Living,2025/01/06,2025-03-15,Sale,Withdrawn,"181 Grove Road, Brixton, London SW9 9P5",Brixton,Lambeth,SW9 9P5,Penthouse,Leasehold,2,2,2483,2599000,1046.72,Fair,C,Heat Pump,Yes,Yes,4,68,AGT-572,Yes,-0.325887,51.533861
CBR-20250106-002,CBRE Living,2025/01/06,2025-03-29,Rental,Under Offer,"29 London Road, Walthamstow, London E17 1E4",Walthamstow,Waltham Forest,E17 1E4,Semi-Detached,N/A,2,3,2327,3653,1.57,Fair,G,Gas Central,Yes,No,0,82,AGT-516,No,0.259625,51.294999
CBR-20250106-003,CBRE Living,2025/01/06,2025-06-18,Sale,Sold,"14 Green Lane, Brixton, London SW9 5M6",Brixton,Lambeth,SW9 5M6,Semi-Detached,Leasehold,1,1,876,932000,1063.93,Excellent,F,Heat Pump,Yes,Permit Only,0,163,AGT-283,No,-0.033706,51.599256
CBR-20250106-004,CBRE Living,2025/01/06,2025-05-21,Sale,Let Agreed,"250 Victoria Road, Walthamstow, London E17 9E9",Walthamstow,Waltham Forest,E17 9E9,Terraced House,Freehold,2,2,0,1266000,813.62,Fair,F,Electric,Yes,Permit Only,0,135,AGT-354,Yes,0.187718,51.630369
CBR-20250106-005,CBRE Living,2025/01/06,2025-04-30,Rental,Sold,"228 Green Lane, Hackney, London E8 9E5",Hackney,Hackney,E8 9E5,Bungalow,N/A,1,1,708,2814,3.97,Fair,E,Underfloor,No,No,0,114,AGT-419,Yes,-0.45912,51.658084
CBR-20250106-006,CBRE Living,2025/01/06,2025-05-26,Rental,Sold,"137 Church Road, Greenwich, London SE10 2D7",Greenwich,Greenwich,SE10 2D7,Terraced House,N/A,5,2,1183,3602,3.04,Good,C,Heat Pump,Yes,Permit Only,0,140,AGT-239,Yes,-0.388115,51.317902
CBR-20250106-007,CBRE Living,2025/01/06,,Rental,Active,"233 London Road, Tottenham, London N17 4H1",Tottenham,Haringey,N17 4H1,Bungalow,N/A,5,3,1814,4335,2.39,Excellent,G,Electric,Yes,No,0,171,AGT-156,Yes,-0.265199,51.489442
CBR-20250106-008,CBRE Living,2025/01/06,2025-04-08,Sale,Sold,"31 Grove Road, Peckham, London SE15 4F4",Peckham,Southwark,SE15 4F4,Terraced House,Shared Ownership,5,4,2826,1364000,482.66,Good,F,Electric,No,Yes,0,92,AGT-677,Yes,0.088857,51.51357
CBR-20250106-009,CBRE Living,2025/01/06,,Rental,Active,"168 Green Lane, Canary Wharf, London E14 1D2",Canary Wharf,Tower Hamlets,E14 1D2,Detached,N/A,1,1,1711,4697,2.75,Fair,B,Gas Central,Yes,Yes,0,65,AGT-679,Yes,-0.141196,51.282449
CBR-20250106-010,CBRE Living,2025/01/06,2025-01-12,Rental,Withdrawn,"231 Station Road, Stratford, London E15 2N1",Stratford,Newham,E15 2N1,Flat,N/A,1,2,1063,-1888,1.78,Excellent,A,Heat Pump,No,No,7,6,AGT-423,Yes,0.255599,51.566297
CBR-20250106-011,CBRE Living,2025/01/06,2025-04-06,Sale,Under Offer,"135 London Road, Brixton, London SW9 4B5",Brixton,Lambeth,SW9 4B5,Penthouse,Shared Ownership,1,2,1064,2300000,2161.65,Good,E,Electric,No,Yes,20,90,AGT-150,Yes,-0.121033,51.514668
CBR-20250106-012,CBRE Living,2025/01/06,,Sale,Withdrawn,"37 High Street, Shoreditch, London E1 2E5",Shoreditch,Hackney,E1 2E5,Flat,Shared Ownership,5,2,1472,837000,568.61,Fair,G,None,Yes,No,6,116,AGT-551,Yes,-0.255726,51.525177
CBR-20250106-013,CBRE Living,2025/01/06,,Rental,Sold,"125 The Avenue, Canary Wharf, London E14 2H3",Canary Wharf,Tower Hamlets,E14 2H3,Studio,N/A,4,3,3167,1312,0.41,Fair,G,Heat Pump,No,Yes,1,98,AGT-775,No,0.127264,51.374449
