property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
SAV-20250107-001,Savills,2025-01-07,,Rental,Active,"143 Grove Road, Bethnal Green, London E2 6E2",Bethnal Green,Tower Hamlets,E2 6E2,Detached,N/A,2,3,1849,4483,2.42,Good,E,None,No,Yes,0,30,AGT-382,Yes,-0.32062,51.426669
SAV-20250107-002,Savills,2025-01-07,2025-03-12,Rental,Under Offer,"117 Church Road, Tottenham, London N17 7A4",Tottenham,Haringey,N17 7A4,Detached,N/A,3,4,2064,5071,2.46,Good,B,None,No,Yes,0,64,AGT-474,No,0.290277,51.422799
SAV-20250107-003,Savills,2025-01-07,2025-03-29,Rental,Under Offer,"83 Green Lane, Ealing, London W5 6G3",Ealing,Ealing,W5 6G3,Detached,N/A,1,2,1187,6130,5.16,Excellent,D,Underfloor,No,Yes,0,81,AGT-472,Yes,0.329973,51.600074
SAV-20250107-004,Savills,2025-01-07,2025-02-02,Rental,Active,"195 Church Road, Peckham, London SE15 8E8",Peckham,Southwark,SE15 8E8,Maisonette,N/A,5,2,1627,2591,1.59,Good,C,Heat Pump,Yes,No,11,26,AGT-210,No,-0.276724,51.416526
SAV-20250107-005,Savills,2025-01-07,,Sale,Let Agreed,"204 Victoria Road, Bermondsey, London SE1 3E6",Bermondsey,Southwark,SE1 3E6,Maisonette,Shared Ownership,5,1,2923,694000,237.43,Fair,B,Electric,Yes,No,8,166,AGT-342,No,-0.470538,51.419609
SAV-20250107-006,Savills,2025-01-07,2025-02-15,Rental,Active,"170 Grove Road, Stratford, London E15 6A6",Stratford,Newham,E15 6A6,Maisonette,N/A,1,2,,2210,1.25,New Build,C,Gas Central,No,Yes,17,39,AGT-758,No,-0.117984,51.478131
SAV-20250107-007,Savills,2025-01-07,2025-04-13,Rental,Active,"152 London Road, Walthamstow, London E17 1A2",Walthamstow,Waltham Forest,E17 1A2,Studio,N/A,0,1,2668,1792,0.67,Excellent,C,Underfloor,Yes,Permit Only,7,96,AGT-189,Yes,-0.096321,51.42493
SAV-20250107-008,Savills,2025-01-07,2025-03-13,Rental,Under Offer,"141 Church Road, Fulham, London SW6 4G9",Fulham,Hammersmith and Fulham,SW6 4G9,Studio,N/A,5,3,620,1700,2.74,Good,C,Underfloor,Yes,Permit Only,2,65,AGT-930,No,0.095218,51.292045
SAV-20250107-009,Savills,2025-01-07,2025-04-07,Rental,Let Agreed,"207 High Street, Bermondsey, London SE1 4M9",Bermondsey,Southwark,SE1 4M9,Maisonette,N/A,4,3,1547,2346,1.52,Excellent,D,None,No,No,7,90,AGT-307,Yes,-0.243593,51.621768
SAV-20250107-010,Savills,2025-01-07,2025-01-17,Rental,Let Agreed,"214 King Street, Tottenham, London N17 7E1",Tottenham,Haringey,N17 7E1,Terraced House,N/A,2,2,944,3279,3.47,New Build,B,Heat Pump,No,Permit Only,0,10,AGT-935,Yes,-0.237106,51.462894
SAV-20250107-011,Savills,2025-01-07,2025-01-08,Sale,Active,"14 Station Road, Tottenham, London N17 9K8",Tottenham,Haringey,N17 9K8,Flat,Freehold,1,2,2179,1635000,750.34,Needs Renovation,B,Electric,Yes,No,16,1,AGT-822,Yes,0.000726,51.587675
SAV-20250107-012,Savills,2025-01-07,2025-02-16,Rental,Let Agreed,"54 Station Road, Stratford, London E15 3E4",Stratford,Newham,E15 3E4,Penthouse,N/A,2,1,2071,7476,3.61,Fair,A,Gas Central,Yes,Yes,18,40,AGT-247,No,0.085572,51.613348
