property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
STP-20250107-001,Strutt Parker,07 Jan 2025,2025-04-10,Rental,Active,"242 Church Road, Bethnal Green, London E2 3A7",Bethnal Green,Tower Hamlets,E2 3A7,Detached,N/A,3,2,1020,4526,4.44,New Build,B,Electric,Yes,Permit Only,0,93,AGT-861,No,-0.257022,51.343557
STP-20250107-002,Strutt Parker,07 Jan 2025,2025-03-30,Rental,Under Offer,"93 Station Road, Shoreditch, London E1 9F6",Shoreditch,Hackney,E1 9F6,Flat,N/A,2,1,2083,2374,1.14,Excellent,E,Underfloor,No,Permit Only,15,82,AGT-520,No,0.145939,51.331734
STP-20250107-003,Strutt Parker,07 Jan 2025,2025-02-28,Rental,Let Agreed,"113 Station Road, Shoreditch, London E1 2L9",Shoreditch,Hackney,E1 2L9,Flat,N/A,3,1,2049,2600,1.27,Excellent,E,Heat Pump,Yes,No,5,52,AGT-746,No,0.319552,51.360833
STP-20250107-004,Strutt Parker,07 Jan 2025,,Sale,Under Offer,"159 Grove Road, Richmond, London TW9 7K1",Richmond,Richmond upon Thames,TW9 7K1,Terraced House,Shared Ownership,4,2,870,1716000,1972.41,New Build,D,Electric,Yes,Permit Only,0,128,AGT-404,No,-0.160942,51.321055
STP-20250107-005,Strutt Parker,07 Jan 2025,2025-06-14,Rental,Under Offer,"98 Victoria Road, Canary Wharf, London E14 2B9",Canary Wharf,Tower Hamlets,E14 2B9,Maisonette,N/A,,3,515,2803,5.44,Excellent,G,Underfloor,Yes,Yes,19,158,AGT-547,Yes,0.075315,51.652275
STP-20250107-006,Strutt Parker,07 Jan 2025,2025-04-30,Sale,Let Agreed,"75 The Avenue, Hackney, London E8 6L1",Hackney,Hackney,E8 6L1,Bungalow,Leasehold,5,2,2020,1546000,765.35,Needs Renovation,A,Gas Central,No,Yes,0,113,AGT-787,No,0.265692,51.568473
STP-20250107-007,Strutt Parker,07 Jan 2025,2025-06-10,Sale,Sold,"232 Church Road, Canary Wharf, London E14 8B4",Canary Wharf,Tower Hamlets,E14 8B4,Maisonette,Leasehold,3,3,803,2092000,2605.23,Fair,B,Gas Central,No,Yes,5,154,AGT-126,No,0.101375,51.605453
STP-20250107-008,Strutt Parker,07 Jan 2025,,Sale,Active,"124 Church Road, Islington, London N1 2A6",Islington,Islington,N1 2A6,Flat,Leasehold,3,4,2564,1527000,595.55,Excellent,B,Underfloor,Yes,No,16,92,AGT-785,No,-0.414071,51.53195
STP-20250107-009,Strutt Parker,07 Jan 2025,,Sale,Active,"191 High Street, Fulham, London SW6 6D7",Fulham,Hammersmith and Fulham,SW6 6D7,Flat,Leasehold,1,2,485,1203000,2480.41,Needs Renovation,G,Heat Pump,No,Yes,2,131,AGT-579,Yes,0.082325,51.575483
STP-20250107-010,Strutt Parker,07 Jan 2025,2025-06-29,Sale,Withdrawn,"105 Grove Road, Walthamstow, London E17 8E8",Walthamstow,Waltham Forest,E17 8E8,Bungalow,Freehold,1,2,2598,1150000,442.65,Fair,D,Electric,No,No,0,173,AGT-791,Yes,-0.285219,51.321289
STP-20250107-011,Strutt Parker,07 Jan 2025,2025-05-14,Rental,Active,"118 Grove Road, Shoreditch, London E1 8N5",Shoreditch,Hackney,E1 8N5,Detached,N/A,1,1,3012,4975,1.65,Needs Renovation,B,None,Yes,Permit Only,0,127,AGT-592,Yes,0.192219,51.415787
