property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
CSH-20250106-001,Cushman Wakefield,2025-01-06,,Rental,Let Agreed,"30 Church Road, Peckham, London SE15 4E9",Peckham,Southwark,SE15 4E9,Bungalow,N/A,5,2,353,4270,12.1,Needs Renovation,D,Gas Central,Yes,Permit Only,0,158,AGT-831,No,-0.426137,51.31489
CSH-20250106-002,Cushman Wakefield,2025-01-06,2025-05-19,Rental,Active,"73 Church Road, Greenwich, London SE10 8F5",Greenwich,Greenwich,SE10 8F5,Terraced House,N/A,5,1,1763,3475,1.97,Needs Renovation,B,Electric,No,Yes,0,133,AGT-142,Yes,0.212099,51.583876
CSH-20250106-003,Cushman Wakefield,2025-01-06,,Sale,Active,"80 Victoria Road, Canary Wharf, London E14 1A7",Canary Wharf,Tower Hamlets,E14 1A7,Bungalow,Leasehold,1,2,,3172000,1950.8,Good,B,Gas Central,Yes,Permit Only,0,108,AGT-832,No,-0.340805,51.359319
CSH-20250106-004,Cushman Wakefield,2025-01-06,2025-06-13,Sale,Active,"123 Station Road, Clapham, London SW4 6K8",Clapham,Lambeth,SW4 6K8,Penthouse,Shared Ownership,2,3,2705,5882000,2174.49,Fair,B,Heat Pump,No,Yes,1,158,AGT-808,Yes,-0.473412,51.487948
CSH-20250106-005,Cushman Wakefield,2025-01-06,2025-02-16,Sale,Withdrawn,"217 Station Road, Croydon, London CR0 3F4",Croydon,Croydon,CR0 3F4,Studio,Leasehold,4,1,1387,878000,633.02,Good,C,Electric,No,Permit Only,10,41,AGT-390,Yes,0.320215,51.467259
CSH-20250106-006,Cushman Wakefield,2025-01-06,2025-01-17,Sale,Sold,"82 Station Road, Croydon, London CR0 7K7",Croydon,Croydon,CR0 7K7,Maisonette,Shared Ownership,1,2,1491,1930000,1294.43,Good,E,Heat Pump,No,Yes,11,11,AGT-224,Yes,-0.411195,51.38442
CSH-20250106-007,Cushman Wakefield,2025-01-06,,Rental,Active,"123 Victoria Road, Richmond, London TW9 3J8",Richmond,Richmond upon Thames,TW9 3J8,Bungalow,N/A,4,4,1893,3419,1.81,Needs Renovation,G,Heat Pump,Yes,Yes,0,96,AGT-715,Yes,0.260527,51.364754
CSH-20250106-008,Cushman Wakefield,2025-01-06,2025-06-27,Rental,Let Agreed,"214 Green Lane, Ealing, London W5 6K4",Ealing,Ealing,W5 6K4,Studio,N/A,3,1,400,1889,4.72,Excellent,E,Electric,No,No,10,172,AGT-193,Yes,0.181638,51.326002
CSH-20250106-009,Cushman Wakefield,2025-01-06,2025-05-26,Rental,Let Agreed,"42 London Road, Islington, London N1 2C5",Islington,Islington,N1 2C5,Bungalow,N/A,3,1,769,3212,4.18,Needs Renovation,G,Heat Pump,Yes,Permit Only,0,140,AGT-518,Yes,-0.342682,51.677998
CSH-20250106-010,Cushman Wakefield,2025-01-06,2025-04-29,Sale,Under Offer,"192 High Street, Bermondsey, London SE1 1D6",Bermondsey,Southwark,SE1 1D6,Penthouse,Leasehold,3,1,2240,5525000,2466.52,Needs Renovation,F,Electric,No,Permit Only,15,113,AGT-808,No,-0.338041,51.330128
CSH-20250106-011,Cushman Wakefield,2025-01-06,2025-02-07,Rental,Sold,"35 Grove Road, Peckham, London SE15 2K9",Peckham,Southwark,SE15 2K9,Flat,N/A,5,4,2713,1772,0.65,Excellent,B,None,No,Permit Only,18,32,AGT-379,No,-0.430492,51.550798
CSH-20250106-012,Cushman Wakefield,2025-01-06,2025-05-06,Rental,Withdrawn,"38 Green Lane, Bermondsey, London SE1 2E5",Bermondsey,Southwark,SE1 2E5,Semi-Detached,N/A,3,1,1510,2820,1.87,New Build,D,Electric,Yes,Permit Only,0,120,AGT-906,Yes,0.301014,51.628181
CSH-20250106-013,Cushman Wakefield,2025-01-06,2025-02-09,Sale,Under Offer,"129 Station Road, Wimbledon, London SW19 2K9",Wimbledon,Merton,SW19 2K9,Detached,Shared Ownership,3,3,860,3115000,3622.09,Needs Renovation,E,Heat Pump,No,No,0,34,AGT-208,Yes,-0.010897,51.526841
CSH-20250106-014,Cushman Wakefield,2025-01-06,2025-06-21,Rental,Withdrawn,"203 The Avenue, Richmond, London TW9 4N2",Richmond,Richmond upon Thames,TW9 4N2,Bungalow,N/A,5,3,1706,3301,1.93,New Build,A,Gas Central,No,Permit Only,0,166,AGT-624,Yes,-0.015672,51.411739
CSH-20250106-015,Cushman Wakefield,2025-01-06,2025-04-22,Rental,Let Agreed,"81 London Road, Canary Wharf, London E14 8J6",Canary Wharf,Tower Hamlets,E14 8J6,Bungalow,N/A,1,2,2441,4103,1.68,New Build,,None,Yes,Yes,0,106,AGT-919,No,-0.131094,51.40834
CSH-20250106-016,Cushman Wakefield,2025-01-06,2025-04-10,Sale,Withdrawn,"189 Victoria Road, Canary Wharf, London E14 8F8",Canary Wharf,Tower Hamlets,E14 8F8,Terraced House,Leasehold,2,1,479,2904000,6062.63,Good,C,Heat Pump,Yes,Permit Only,0,94,AGT-743,No,-0.319198,51.488004
CSH-20250106-017,Cushman Wakefield,2025-01-06,2025-06-23,Rental,Active,"60 Grove Road, Clapham, London SW4 5M8",Clapham,Lambeth,SW4 5M8,Penthouse,N/A,3,1,1416,8251,5.83,Excellent,D,Gas Central,Yes,Yes,6,168,AGT-751,Yes,-0.146518,51.49775
CSH-20250106-018,Cushman Wakefield,2025-01-06,2025-01-19,Rental,Sold,"8 Park Lane, Battersea, London SW11 8M8",Battersea,Wandsworth,SW11 8M8,Maisonette,N/A,4,1,1972,3260,1.65,Needs Renovation,A,Underfloor,Yes,Yes,6,13,AGT-496,No,-0.329829,51.669109
CSH-20250106-019,Cushman Wakefield,2025-01-06,2025-04-11,Rental,Let Agreed,"32 King Street, Islington, London N1 5K9",Islington,Islington,N1 5K9,Flat,N/A,2,1,825,1757,2.13,Needs Renovation,F,Gas Central,Yes,Yes,7,95,AGT-118,No,-0.180938,51.363247
CSH-20250106-020,Cushman Wakefield,2025-01-06,2025-03-02,Rental,Withdrawn,"136 The Avenue, Brixton, London SW9 5F2",Brixton,Lambeth,SW9 5F2,Penthouse,N/A,1,1,2688,5467,2.03,New Build,C,Underfloor,No,Yes,11,55,AGT-140,No,-0.114747,51.450236
