property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
HAM-20250106-001,Hamptons,2025-01-06,2025-03-19,Sale,Under Offer,"28 Green Lane, Fulham, London SW6 6H2",Fulham,Hammersmith and Fulham,SW6 6H2,Terraced House,Shared Ownership,5,3,2532,611000,241.31,Excellent,D,Electric,No,Permit Only,0,72,AGT-227,Yes,-0.078761,51.56153
HAM-20250106-002,Hamptons,2025-01-06,2025-02-19,Rental,Under Offer,"189 Victoria Road, Greenwich, London SE10 7C8",Greenwich,Greenwich,SE10 7C8,Penthouse,N/A,5,1,2455,7690,3.13,Fair,A,None,No,Yes,15,44,AGT-375,Yes,-0.32904,51.667387
HAM-20250106-003,Hamptons,2025-01-06,2025-03-06,Sale,Sold,"35 Station Road, Tottenham, London N17 3A6",Tottenham,Haringey,N17 3A6,Terraced House,Leasehold,3,4,950,810000,852.63,Excellent,E,Heat Pump,No,No,0,59,AGT-976,No,0.096035,51.369019
HAM-20250106-004,Hamptons,2025-01-06,2025-03-29,Sale,Sold,"184 Station Road, Fulham, London SW6 9F9",Fulham,Hammersmith and Fulham,SW6 9F9,Terraced House,Leasehold,2,1,1936,427000,220.56,New Build,C,Gas Central,Yes,Yes,0,82,AGT-903,Yes,-0.29476,51.540564
HAM-20250106-005,Hamptons,2025-01-06,2025-03-28,Sale,Withdrawn,"125 Victoria Road, Richmond, London TW9 6K6",Richmond,Richmond upon Thames,TW9 6K6,Penthouse,Leasehold,3,3,2477,1692000,683.08,Good,F,Underfloor,No,Yes,8,81,AGT-576,Yes,-0.15036,51.479375
HAM-20250106-006,Hamptons,2025-01-06,2025-06-04,Rental,Sold,"249 High Street, Battersea, London SW11 4D8",Battersea,Wandsworth,SW11 4D8,Detached,N/A,3,3,1088,5126,4.71,New Build,E,Heat Pump,Yes,No,0,149,AGT-170,No,0.249633,51.339495
HAM-20250106-007,Hamptons,2025-01-06,2025-04-06,Sale,Let Agreed,"202 Green Lane, Clapham, London SW4 8J9",Clapham,Lambeth,SW4 8J9,Flat,Shared Ownership,4,1,809,295000,364.65,Excellent,F,Heat Pump,No,Yes,13,90,AGT-817,Yes,0.068519,51.442288
HAM-20250106-008,Hamptons,2025-01-06,2025-04-14,Rental,Under Offer,"2 King Street, Bermondsey, London SE1 5A4",Bermondsey,Southwark,SE1 5A4,Penthouse,N/A,2,2,407,8368,20.56,Fair,B,None,Yes,No,9,98,AGT-983,Yes,0.244808,51.603242
HAM-20250106-009,Hamptons,2025-01-06,2025-02-14,Rental,Sold,"140 Station Road, Bermondsey, London SE1 1C9",Bermondsey,Southwark,SE1 1C9,Studio,N/A,1,2,1080,1454,1.35,Good,A,None,Yes,Permit Only,4,39,AGT-500,No,-0.065173,51.593585
HAM-20250106-010,Hamptons,2025-01-06,,Sale,Let Agreed,"82 King Street, Hackney, London E8 9F6",Hackney,Hackney,E8 9F6,Detached,Shared Ownership,2,2,-200,1399000,947.83,Fair,G,Electric,No,Yes,0,1,AGT-949,Yes,-0.459593,51.398414
HAM-20250106-011,Hamptons,2025-01-06,2025-03-04,Rental,Let Agreed,"194 Green Lane, Wimbledon, London SW19 6B3",Wimbledon,Merton,SW19 6B3,Detached,N/A,4,3,1628,-6101,3.75,Excellent,F,Heat Pump,Yes,Permit Only,0,57,AGT-433,No,-0.371153,51.528204
HAM-20250106-012,Hamptons,2025-01-06,2025-06-04,Rental,Active,"171 Park Lane, Richmond, London TW9 8K8",Richmond,Richmond upon Thames,TW9 8K8,Bungalow,N/A,3,2,2813,2750,0.98,Excellent,E,Heat Pump,No,Permit Only,0,149,AGT-257,Yes,0.04224,51.690791
HAM-20250106-013,Hamptons,2025-01-06,2025-05-11,Sale,Under Offer,"207 King Street, Fulham, London SW6 5J6",Fulham,Hammersmith and Fulham,SW6 5J6,Studio,Shared Ownership,0,1,2921,335000,114.69,Fair,G,Gas Central,Yes,Yes,13,125,AGT-906,No,-0.488179,51.414424
HAM-20250106-014,Hamptons,2025-01-06,2025-02-02,Sale,Active,"92 London Road, Bethnal Green, London E2 5G5",Bethnal Green,Tower Hamlets,E2 5G5,Semi-Detached,Freehold,5,4,1042,788000,756.24,New Build,C,Heat Pump,Yes,Yes,0,27,AGT-725,Yes,0.265183,51.44998
HAM-20250106-015,Hamptons,2025-01-06,2025-01-22,Sale,Sold,"50 London Road, Hackney, London E8 9M2",Hackney,Hackney,E8 9M2,Flat,Shared Ownership,4,1,753,307000,407.7,Good,A,Underfloor,Yes,No,9,16,AGT-665,Yes,-0.222491,51.449179
HAM-20250106-016,Hamptons,2025-01-06,,Sale,Let Agreed,"103 Grove Road, Canary Wharf, London E14 6J9",Canary Wharf,Tower Hamlets,E14 6J9,Flat,Leasehold,2,1,679,414000,609.72,Excellent,D,Gas Central,No,Permit Only,9,149,AGT-254,Yes,0.285241,51.47789
