property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
RMP-20250107-001,Rightmove Partners,2025-01-07,2025-03-20,Sale,Under Offer,"250 Church Road, Brixton, London SW9 3J7",Brixton,Lambeth,SW9 3J7,Bungalow,Shared Ownership,2,3,1325,252000,190.19,Good,F,Heat Pump,Yes,Permit Only,0,72,AGT-663,No,-0.056606,51.39297
RMP-20250107-002,Rightmove Partners,2025-01-07,2025-05-20,Sale,Let Agreed,"86 Grove Road, Stratford, London E15 3B7",Stratford,Newham,E15 3B7,Terraced House,Shared Ownership,5,4,1762,214000,121.45,Needs Renovation,B,Electric,Yes,No,0,133,AGT-217,No,0.07365,51.688846
RMP-20250107-003,Rightmove Partners,2025-01-07,2025-05-01,Sale,Sold,"134 Church Road, Notting Hill, London W11 1N4",Notting Hill,Kensington and Chelsea,W11 1N4,Maisonette,Freehold,5,1,2508,273000,108.85,Needs Renovation,F,None,Yes,Permit Only,20,114,AGT-802,No,-0.474534,51.60034
RMP-20250107-004,Rightmove Partners,2025-01-07,2025-07-02,Rental,Sold,"157 The Avenue, Stratford, London E15 2G4",Stratford,Newham,E15 2G4,Penthouse,N/A,5,3,1138,6882,6.05,Fair,,Gas Central,Yes,Permit Only,10,176,AGT-289,Yes,-0.364838,51.544524
RMP-20250107-005,Rightmove Partners,2025-01-07,2025-02-05,Sale,Sold,"17 King Street, Islington, London N1 6N6",Islington,Islington,N1 6N6,Penthouse,Shared Ownership,4,3,3045,799000,262.4,Excellent,B,Underfloor,No,Permit Only,4,29,AGT-269,No,0.064775,51.462882
RMP-20250107-006,Rightmove Partners,2025-01-07,2025-02-09,Rental,Sold,"246 London Road, Peckham, London SE15 7M4",Peckham,Southwark,SE15 7M4,Bungalow,N/A,3,3,2208,3797,1.72,New Build,C,None,Yes,Permit Only,0,33,AGT-241,Yes,0.015471,51.347561
RMP-20250107-007,Rightmove Partners,2025-01-07,2025-01-24,Rental,Let Agreed,"83 Victoria Road, Richmond, London TW9 1F5",Richmond,Richmond upon Thames,TW9 1F5,Semi-Detached,N/A,2,1,3109,2944,0.95,Needs Renovation,C,Electric,Yes,Yes,0,17,AGT-647,Yes,-0.194281,51.562792
RMP-20250107-008,Rightmove Partners,2025-01-07,,Rental,Sold,"20 High Street, Clapham, London SW4 3C6",Clapham,Lambeth,SW4 3C6,Studio,N/A,0,1,1757,1750,1.0,Excellent,D,Heat Pump,No,Permit Only,17,155,AGT-926,Yes,-0.43472,51.306847
RMP-20250107-009,Rightmove Partners,2025-01-07,,Sale,Let Agreed,"157 Church Road, Richmond, London TW9 2D9",Richmond,Richmond upon Thames,TW9 2D9,Detached,Shared Ownership,4,1,1233,734000,595.3,Good,E,Heat Pump,No,Yes,0,131,AGT-177,No,0.063733,51.481106
RMP-20250107-010,Rightmove Partners,2025-01-07,2025-04-18,Sale,Under Offer,"110 Park Lane, Peckham, London SE15 3E6",Peckham,Southwark,SE15 3E6,Flat,Shared Ownership,5,2,2739,216000,78.86,Excellent,A,Gas Central,No,Yes,14,101,AGT-357,Yes,-0.406856,51.558255
RMP-20250107-011,Rightmove Partners,2025-01-07,2025-05-23,Rental,Sold,"122 London Road, Peckham, London SE15 8F4",Peckham,Southwark,SE15 8F4,Studio,N/A,2,3,1640,1392,0.85,Fair,A,Underfloor,No,Permit Only,3,136,AGT-848,Yes,-0.199023,51.474822
RMP-20250107-012,Rightmove Partners,2025-01-07,2025-06-19,Rental,Let Agreed,"218 Victoria Road, Stratford, London E15 1L7",Stratford,Newham,E15 1L7,Maisonette,N/A,1,2,1697,2525,1.49,Excellent,F,None,Yes,Yes,13,163,AGT-980,No,-0.391887,51.361403
